Day,Time,entry_id,Temperature,Humidity,UV_level,Rain,Wind_Speed
San,74940,330,31.3,84.4,36,1,9.63
San,75000,331,31.4,84.3,36,1,9.72
San,75020,332,31.4,84.4,30,1,11.04
San,75040,333,31.5,84.3,30,1,17.94
San,75100,334,31.4,84.2,36,1,24.81
San,75120,335,31.5,84.5,33,1,22.29
San,75140,336,31.5,84.1,33,1,0
San,75200,337,31.5,84,36,1,0
San,75220,338,31.4,84,30,1,0
San,75240,339,31.2,83.2,9,1,0
San,75300,340,31,86,67,1,0
San,75320,341,31.1,85.9,22,1,1.41
San,75340,342,31,86,91,1,0
San,75400,343,31,86.1,1,1,0
San,75420,344,31,86,35,1,0
San,75440,345,31,86.5,79,1,0
San,75500,346,31.2,86,56,1,0
San,75520,347,31.1,85.7,14,1,0
San,75540,348,31.2,85.9,42,1,0
San,75600,349,31.2,87.6,76,1,0
San,75620,350,31.2,85.5,50,1,0
San,75640,351,31.2,85.3,10,1,0
San,75700,352,31.3,85.4,88,1,0
San,75720,353,31.3,85.4,29,1,0
San,75740,354,31.3,85.4,63,1,0
San,75800,355,31.3,85.3,5,1,0
San,75820,356,31.3,85.6,9,1,0
San,75840,357,31.3,85.5,67,1,0
San,75900,358,31.3,86.2,22,1,0
San,75920,359,31.2,85.8,91,1,0
San,75940,360,31.3,85.8,1,1,0
San,80000,361,31.2,85.7,9,1,0
San,80020,362,31.3,85.5,67,1,0
San,80040,363,31.2,85.7,22,1,0
San,80100,364,31.3,93.3,91,1,0
San,80120,365,31.3,86,1,1,0
San,80140,366,31.3,85.8,35,1,0
San,80200,367,31.3,85.3,79,1,0
San,80220,368,31.3,85.2,56,1,0
San,80240,369,31.2,85.4,14,1,0
San,80300,370,31.2,85.9,42,1,0
San,80320,371,31.2,85.9,76,1,0
San,80340,372,31.1,86.1,50,1,0
San,80400,373,31,86.2,10,1,0
San,80420,374,31,86.2,88,1,0
San,80440,375,31,86.8,9,1,0
San,80500,376,30.9,87,67,1,6.72
San,80520,377,30.9,87.1,22,1,0
San,80540,378,30.8,87.1,91,1,0
San,80600,379,30.9,88.5,1,1,4.65
San,80620,380,30.8,87.7,35,1,4.65
San,80640,381,30.9,88.8,79,1,5.73
San,80700,382,30.9,88.2,56,1,4.62
San,80720,383,31,88.7,14,1,5.43
San,80740,384,30.9,87.2,42,1,5.46
San,80800,385,31,87.2,76,1,5.37
San,80820,386,31,87.5,50,1,6.78
San,80840,387,31.4,85.8,10,1,0
San,80900,388,31.4,85.8,88,1,5.46
San,80920,389,31.4,85.7,29,1,0
San,80940,390,31.3,86.5,63,1,5.4
San,81000,391,31.3,86.1,5,1,5.37
San,81020,392,31.4,86.2,248,1,0
San,81040,393,31.3,85.3,216,1,0
San,81100,394,31,87.4,181,1,5.49
San,81120,395,31,87.2,123,1,0
San,81140,396,31,87.2,209,1,5.49
San,81200,397,31,87.5,142,1,5.46
San,81220,398,31,87.1,261,1,5.46
San,81240,399,31,87.1,172,1,0
San,81300,400,31.1,87.2,105,1,5.49
San,81320,401,31.1,87.1,297,1,5.52
San,81340,402,31.1,86.6,201,1,5.37
San,81400,403,31.3,85.9,286,1,5.46
San,81420,404,31.2,85.8,157,1,5.43
San,81440,405,31.2,86.1,168,1,0
San,81500,406,31.2,86.4,137,1,0
San,81520,407,31,86.9,258,1,5.46
San,81540,408,31,87.1,210,1,0
San,81600,409,30.9,87.1,182,1,0
San,81620,410,31.1,86.4,199,1,0
San,81640,411,31,87.8,261,1,0
San,81700,412,31,87.5,232,1,0
San,81720,413,31.1,86.6,202,1,8.91
San,81740,414,30.9,86.9,111,1,0
San,81800,415,30.9,87.3,176,1,0
San,81820,416,30.9,87.4,260,1,0
San,81840,417,30.9,87.4,266,1,0
San,81900,418,30.9,87.4,113,1,8.91
San,81920,419,31,87.8,235,1,0
San,81940,420,30.9,87.3,227,1,8.91
San,82000,421,30.9,87.4,202,1,8.91
San,82020,422,30.9,87.6,275,1,0
San,82040,423,30.9,87.6,123,1,0.54
San,82100,424,30.9,87.5,249,1,1.08
San,82120,425,31,87.3,223,1,2.16
San,82140,426,30.9,87.2,196,1,2.7
San,82200,427,30.9,87.2,166,1,2.13
San,82220,428,30.9,87.3,228,1,1.05
San,82240,429,30.9,87.4,286,1,3.21
San,82300,430,30.9,87.1,266,1,4.29
San,82320,431,30.9,87.2,231,1,0
San,82340,432,30.9,87.4,157,1,0
San,82400,433,30.9,87.8,230,1,5.49
San,82420,434,30.9,87.9,144,1,5.43
San,82440,435,30.8,87.5,235,1,5.37
San,82500,436,30.9,87.6,223,1,5.37
San,82520,437,30.9,87.6,160,1,5.43
San,82540,438,30.8,87.7,273,1,5.46
San,82600,439,30.8,87.9,227,1,0
San,82620,440,30.8,87.8,271,1,0
San,82640,441,30.7,87.6,185,1,8.91
San,82700,442,30.5,88.2,102,1,8.91
San,82720,443,30.5,88.3,247,1,8.91
San,82740,444,30.6,88.5,206,1,0
San,82800,445,30.7,88.3,115,1,0
San,82820,446,30.5,88.2,135,1,8.91
San,82840,447,30.6,88.3,270,1,0
San,82900,448,30.6,88.2,259,1,0
San,82920,449,30.6,88.6,122,1,0
San,82940,450,30.7,88.3,209,1,0
San,83000,451,30.7,88.3,197,1,8.91
San,83020,452,30.5,88.6,126,1,8.91
San,83040,453,30.5,88.7,155,1,8.91
San,83100,454,30.6,88.7,168,1,8.91
San,83120,455,30.5,88.8,287,1,8.91
San,83140,456,30.6,88.7,250,1,8.91
San,83200,457,30.5,88.7,121,1,8.91
San,83220,458,30.5,88.9,243,1,8.91
San,83240,459,30.6,88.7,186,1,8.91
San,83300,460,30.7,88.6,113,1,8.91
San,83320,461,30.6,88.3,207,1,8.91
San,83340,462,30.8,87.9,184,1,22.53
San,83400,463,30.9,89.3,145,1,22.8
San,83420,464,30.9,88.1,283,1,22.77
San,83440,465,30.9,88.2,241,1,22.56
San,83500,466,30.9,87.7,179,1,12.42
San,83520,467,31,87.5,172,1,11.64
San,83540,468,30.9,87.4,152,1,22.65
San,83600,469,30.9,87.6,167,1,22.56
San,83620,470,30.9,88,252,1,16.5
San,83640,471,30.9,88,268,1,16.53
San,83700,472,30.8,88,114,1,16.41
San,83720,473,30.5,88.2,199,1,3.84
San,83740,474,30.3,88.9,191,1,16.05
San,83800,475,30.2,89.2,139,1,16.59
San,83820,476,30.2,90,223,1,16.35
San,83840,477,30,89.6,226,1,16.41
San,83900,478,30,90.5,125,1,16.41
San,83920,479,30,91.5,254,1,16.35
San,83940,480,30,91.3,152,1,16.47
San,84000,481,30,90.5,216,1,16.44
San,84020,482,30,90.8,285,1,16.41
San,84040,483,29.9,90.9,190,1,16.47
San,84100,484,29.8,91.2,268,1,20.55
San,84120,485,29.8,91.5,151,1,0
San,84140,486,29.7,91.3,147,1,0
San,84200,487,29.6,92,118,1,0
San,84220,488,29.7,92.7,201,1,4.14
San,84240,489,29.6,93.5,212,1,0
San,84300,490,29.7,93.4,282,1,4.14
San,84320,491,29.8,92.3,115,1,4.17
San,84340,492,29.8,91.4,125,1,0
San,84400,493,29.9,92.2,218,1,5.13
San,84420,494,30,90.4,290,1,0
San,84440,495,30.2,90,226,1,5.16
San,84500,496,30.2,91.4,244,1,0
San,84520,497,30.3,90.8,210,1,0
San,84540,498,30.5,89.8,188,1,5.16
San,84600,499,30.6,89.3,186,1,0
San,84620,500,30.7,89,154,1,5.13
San,84640,501,30.7,88.7,218,1,5.16
San,84700,502,30.7,88.9,136,1,5.13
San,84720,503,30.8,88.6,199,1,5.22
San,84740,504,30.7,88.3,157,1,0
San,84800,505,30.6,88.7,165,1,0
San,84820,506,30.6,88.6,152,1,5.01
San,84840,507,30.6,88.6,166,1,0
San,84900,508,30.6,88.7,240,1,4.05
San,84920,509,30.6,88.8,297,1,0
San,84940,510,30.6,89.3,126,1,4.08
San,85000,511,30.5,88.9,209,1,4.14
San,85020,512,30.7,88.7,243,1,4.08
San,85040,513,30.7,88.4,179,1,2.46
San,85100,514,30.7,88.2,253,1,0
San,85120,515,30.8,87.9,249,1,0
San,85140,516,30.8,87.7,133,1,0
San,85200,517,30.8,88,136,1,0
San,85220,518,30.8,87.8,268,1,4.17
San,85240,519,30.8,88,249,1,0
San,85300,520,30.9,87.9,168,1,0
San,85320,521,30.9,87.7,253,1,16.53
San,85340,522,30.9,87.6,195,1,0
San,85400,523,31,87.4,207,1,16.5
San,85420,524,30.9,87.5,132,1,16.56
San,85440,525,30.9,87.1,249,1,16.23
San,85500,526,30.9,87.2,145,1,10.74
San,85520,527,30.9,87.9,269,1,16.56
San,85540,528,30.9,87.5,280,1,14.76
San,85600,529,30.9,87,277,1,0
San,85620,530,31,87.2,138,1,0
San,85640,531,30.9,87.4,206,1,0
San,85700,532,30.9,87.3,102,1,0
San,85720,533,30.9,87.8,275,1,0
San,85740,534,30.8,87.5,147,1,0
San,85800,535,30.8,87.6,295,1,4.95
San,85820,536,30.8,87.7,255,1,0
San,85840,537,30.8,87.8,230,1,0
San,85900,538,30.8,87.6,281,1,7.77
San,85920,539,30.9,87.7,267,1,0
San,85940,540,30.9,87.6,262,1,0
San,90000,541,30.8,87.7,194,1,0
San,90020,542,30.7,87.9,235,1,2.76
San,90040,543,30.7,87.9,119,1,0
San,90100,544,30.8,87.8,222,1,0
San,90120,545,30.8,87.9,283,1,0
San,90140,546,30.8,88,198,1,0
San,90200,547,30.8,87.8,214,1,0
San,90220,548,30.8,87.8,266,1,0
San,90240,549,30.7,88.7,276,1,0
San,90300,550,30.9,88.4,250,1,0
San,90320,551,30.8,87.8,121,1,0
San,90340,552,30.6,88.3,243,1,0
San,90400,553,30.5,88.1,186,1,0
San,90420,554,30.3,88.4,113,1,0
San,90440,555,30.1,89.2,207,1,0
San,90500,556,30.1,90,184,1,0
San,90520,557,29.9,89.5,145,1,0
San,90540,558,29.6,90.2,283,1,0
San,90600,559,29.6,90.8,241,1,0
San,90620,560,29.6,91.2,179,1,0
San,90640,561,29.6,91.2,172,1,0
San,90700,562,29.5,91.1,152,1,0
San,90720,563,29.5,91.5,167,1,0
San,90740,564,29.5,91.5,252,1,0
San,90800,565,29.5,91.5,268,1,0
San,90820,566,29.5,91.9,114,1,0
San,90840,567,29.4,91.2,199,1,0
San,90900,568,29.4,91.4,191,1,0
San,90920,569,29.4,91,139,1,0
San,90940,570,29.4,91.1,223,1,0
San,91000,571,29.4,91.6,226,1,0
San,91020,572,29.3,92.2,125,1,0
San,91040,573,29.3,92.5,254,1,0
San,91100,574,29.3,92.2,152,1,0
San,91120,575,29.3,92.7,216,1,0
San,91140,576,29.3,91.9,285,1,0
San,91200,577,29.3,92.2,190,1,0
San,91220,578,29.3,92.8,268,1,0
San,91240,579,29.2,92.6,151,1,0
San,91300,580,29.1,92.5,147,1,0
San,91320,581,29.1,92.5,118,1,0
San,91340,582,29.2,92.9,201,1,0
San,91400,583,29.2,93,212,1,0
San,91420,584,29.2,93.2,282,1,0
San,91440,585,29.2,92.3,115,1,0
San,91500,586,29.2,92.7,125,1,0
San,91520,587,29.2,92.4,218,1,0
San,91540,588,29.1,92.8,290,1,0
San,91600,589,29,94.1,226,1,0
San,91620,590,29,91.7,244,1,0
San,91640,591,29,92.2,210,1,0
San,91700,592,29,92.8,188,1,0
San,91720,593,29,93.3,186,1,0
San,91740,594,28.9,93.3,154,1,1.38
San,91800,595,28.9,93.7,218,1,0
San,91820,596,28.8,93.5,136,1,0
San,91840,597,28.8,94.2,199,1,6
San,91900,598,28.8,94.1,157,1,6
San,91920,599,28.8,94.2,165,1,0
San,91940,600,28.8,94.3,152,1,5.7
San,92000,601,28.9,94,166,1,5.88
San,92020,602,28.9,93.6,240,1,5.55
San,92040,603,28.9,93.8,297,1,0
San,92100,604,28.9,94,126,1,0
San,92120,605,28.9,93.8,209,1,5.76
San,92140,606,28.8,94.2,243,1,0
San,92200,607,28.8,93.7,179,1,5.52
San,92220,608,28.8,94,253,1,6.63
San,92240,609,28.8,94.1,249,1,5.28
San,92300,610,28.8,94.1,133,1,0
San,92320,611,28.8,94.2,136,1,0
San,92340,612,28.9,93.9,268,1,7.44
San,92400,613,28.9,93.6,249,1,0
San,92420,614,28.9,93.5,168,1,0
San,92440,615,28.9,93.4,253,1,0
San,92500,616,28.9,93.8,195,1,0
San,92520,617,29.1,93.1,207,1,0
San,92540,618,29.4,92.4,132,1,0
San,92600,619,29.5,91.7,249,1,0
San,92620,620,29.5,91.1,145,1,5.79
San,92640,621,29.7,90.7,269,1,5.64
San,92700,622,30.1,89.3,280,1,0
San,92720,623,30.2,89.7,277,1,6.99
San,92740,624,30.1,89.1,138,1,5.67
San,92800,625,30.1,89.2,206,1,0
San,92820,626,30.1,89.1,102,1,5.94
San,92840,627,30,89.2,275,1,5.22
San,92900,628,30,89.4,147,1,5.52
San,92920,629,30.1,89.1,295,1,0
San,92940,630,30,89.2,255,1,5.25
San,93000,631,30.1,89.4,230,1,5.25
San,93020,632,30.2,89.4,281,1,0
San,93040,633,30,89.1,267,1,0
San,93100,634,30.1,89.3,262,1,0
San,93120,635,30.1,89.1,194,1,0
San,93140,636,30.2,89.1,235,1,0
San,93200,637,30.1,89.1,119,1,0
San,93220,638,30.2,88.6,222,1,0
San,93240,639,30.2,88.6,283,1,0
San,93300,640,30.3,88.6,198,1,0
San,93320,641,30.3,88.3,214,1,0
San,93340,642,30.3,88.5,266,1,0
